13',action,"It does look like Dortmund are deploying a three-man defence here today which means Guerreiro is playing slightly further forward. On this occasion, the Portuguese eats up the space with a speedy run before having a crack at goal, but the attempt cannons off the defender to go behind for a Dortmund corner."
11',assist,"Assist Vedad Ibišević. Superb work from Ibisevic for the assist, but he was given a huge hand himself by Ginter!"
11',goal,"Goal Salomon Armand Magloire Kalou. GOOOOOAAAAAALLLL! GOOOAAAALLL FOR HERTHA! Ginter takes an awful touch whilst on the ball at the back and Ibisevic pounces to win possession and burst forward into the box after a lovely bit of skill. The centre-forward unselfishly picks out Kalou at the back post, who easily slots home with composure! One-nil!"
8',action,"We see the first real glimpse of Kalou as an attacking threat as the former Chelsea man picks up possession whilst hugging the touchline. He runs to the byline then cleverly cuts inside for Plattenhardt to send a looping cross to the back post, but Burki is proactive in his goalkeeping and plucks the ball out of the air."
6',action,"Haraguchi picks up the ball down the right wing and nods past the challenge of his marker before bursting through the middle with a marauding run. Superb build-up play, but the attack comes to a halt as the subsequent strike on goal is fired the wrong side of the left-hand post. Good play from the Hertha man!"
4',action,"Another chance for Dortmund! The visitors have started this match well and should arguably be two goals up already, with the latest attempt coming via a Ginter header from a corner-kick. Luckily for Hertha, the header goes north of the crossbar rather than on target."
2',action,"OH WHAT A MISS FROM SCHURRLE! The first chance of the match comes to the World Cup winner who has all the time in the world to pick out a strike towards the bottom corner, but he only succeeds in firing a strike well wide of the right-hand post!"
1',action,We are under way in the German capital!
,action,"As expected, the atmosphere inside the Olympiastadion Berlin is bouncing for this fixture!"
,action,"Dortmund subs: Weidenfeller, Dembele, Mor, Pulisic, Merino, Piszczek, Passlack."
,action,"Dortmund (3-4-2-1): Burki; Ginter, Bartra, Schmelzer; Castro, Kagawa, Weigl, Guerreiro; Durm, Schurrle; Aubameyang."
,action,"Hertha subs: Kraft, Allagui, Stocker, Allan, Weiser, Mittelstadt, Kade."
,action,"Hertha (4-2-3-1): Jarstein; Pekarik, Langkamp, Brooks, Plattenhardt; Stark, Skjelbred; Haraguchi, Darida, Kalou; Ibisevic."
,action,TEAM NEWS...
,action,"The two teams featuring today had contrasting fortunes in their respective last league fixtures. Hertha disappointingly lost 1-0 away at Hamburg, while Dortmund secured a comprehensive 6-2 home win against Bayer Leverkusen – a result which ultimately cost Roger Schmidt his job."
,action,"Hertha and Dortmund have already faced each other twice this campaign. In the reverse fixture back in October, the match ended 1-1 at the Westfalenstadion, as did the subsequent match between the two which was a DFB-Pokal clash last month which ultimately saw Tuchel's charges narrowly progress in the tournament via penalties."
,action,"Hertha, meanwhile, have European aspirations of their own this season and can actually move within three points of Die Borussen in third should they claim the victory this afternoon. They take on a Dortmund side who are coming off a superb 4-0 home win against Benfica to progress to the quarter-finals of the Champions League."
,action,"At this stage of the campaign, Dortmund's challenge for the title is all but over as they are 13 points behind Bayern Munich in the top spot and indeed six points behind RB Leipzig in second. Thomas Tuchel's side may actually be more focused on what is going on behind them at this point as Hoffenheim are currently just two points behind in fourth."
,action,Good afternoon football fans! Welcome to LIVE coverage of the German Bundesliga clash between Hertha Berlin and Borussia Dortmund from the Olympiastadion Berlin.
