58',substitution,"Substitution sub-out Gabriel Fernández Arenas sub-in Fernando José Torres Sanz . The booked Gabi is replaced by Torres, which should mean that there is an immediate change of approach from the away side."
56',assist,"Assist Raúl García Escudero. Raul Garcia turns provider, bending a great cross in from the right-hand side."
56',goal,"Goal Óscar de Marcos Arana. GOOOOOOAL! ATHLETIC CLUB TAKE THE LEAD! Williams takes a poor first touch, which enables Godin to stride out of defence and tackle the young forward. Raul Garcia bursts down the right and whips in a good cross, which sees De Marcos nod home from close-range! He popped up unexpectedly!"
54',action,"Griezmann is almost picked out by a looping delivery into the penalty area, but the loose ball falls to Iraizoz, who hoofs clear due to uncertainty about whether he could pick it up or not. Gameiro is released into the box moments later, and angles a cross towards the back post, but Carrasco rises well only to head over!"
53',action,"Koke opens play out to the left-hand side, with Carrasco combining with Filipe Luis well. The ball finds Saul, who bursts to the byline, but Boveda shuffles across well to make a good clearance. Atletico come forward again, this time down the right, but Vrsaljko's delivery is poor."
51',action,"The hosts are continuing to see more of the ball, with no changes being made to personnel or approaches during the early stages of this second half. Iraizoz continues to show a fair amount of inconsistency with the quality of his kicking, as San Jose is required to improvise with a flick-on deep inside his own half."
49',action,"Atletico win a free-kick on the right-hand side, with the referee having to be very busy this afternoon. The hosts whip the dead-ball into the penalty area, but Gimenez nods a header straight down Iraizoz's throat."
47',yellow-card,"Yellow Card Gabriel Fernández Arenas. Gabi picks up the first yellow card of the second half, with the Atletico captain booked for a cynical tug on Muniain."
46',action,"We are back underway in the second half in Bilbao! These two teams are level, with Athletic Club hoping to have momentum on their side after Lekue's equaliser just before the break. Simeone's men might need to find another gear to sink Los Leones."
,action,"HALF-TIME! There isn't any time added on, with both teams heading down the tunnel level. Koke opened the scoring very early on, with Lekue coming up with a thunderbolt late in the half to tie things up. Atletico have been playing on the counter and look a threat, but Los Leones have done quite well considering they fell behind."
44',action,"The home fans are making plenty of noise and the hosts' tails are up, but Atletico win a free-kick in a deep area. Gimenez wins the first ball, flicking it into the box, but Athletic Club hoof clear. This game is going to be poised very interestingly for the second half."
42',assist,"Assist Iñaki Williams Arthuer. Williams cuts a low pass to the edge of the penalty area, finding Lekue in a little pocket of space."
42',goal,"Goal Íñigo Lekue Martínez. GOOOOOOOOOAL! LEKUE MAKES IT 1-1! The young man cuts in from the left, after being found by a low pass just inside the box. He jinks onto his right foot and thunders a wonderful finish into the top-right corner. Great finish!"
40',action,"Filipe Luis makes another good interception inside his own box, with Atletico's back four doing well in the air. The absence of Aduriz is bound to be evident, in this sense. Athletic Club try to open play out to the right, but lose possession, with the hosts making a lot of misplaced passes while attempting to force the issue."
38',action,"Gimenez is happy to launch a long clearance upfield, as anywhere will do for Atletico at the moment. They are spending the minimum time necessary holding possession inside their own half, preferring to instead feed a spring-loaded attack. A few fouls are starting to break up play, as Athletic Club's frustrations are showing."
36',yellow-card,"Yellow Card Iñaki Williams Arthuer. Williams gets a yellow card for catching Godin slightly late, with Athletic Club's players surrounding the referee due to a spate of otehr niggling fouls that haven't been given in favour of the young forward."
36',action,"Less than 10 minutes remain until the break, and Valverde will be hoping that his players can manage to test Moya again before then - as the Atletico goalkeeper has look rather jittery. Williams is released down the right flank for the hosts, but Godin beats him to the pass."
34',action,"Lekue tries to bend a cross in from the left-hand side, but it is cleared with ease, with Athletic Club continuing to dominate the ball without creating anything of note. Atletico are constantly on high alert, preying on even the smallest of mistakes in order to burst upfield in just a few passes."
32',action,"San Jose breaks up play well, before feeding a pass forward to Muniain, with the young Spaniard doing brilliantly to hold off a few opponents. Gabi is all over him, tugging on his shirt, with Godin then giving him a push too. No free-kick is given, and the home players can't believe it!"
30',action,"Wide from Carrasco! The away side counter brilliantly, with the Belgian fed down the left-hand side by Griezmann. The ex-Monaco wide man bursts into the penalty area, before dragging a shot a long way wide of the far post."
28',action,"Griezmann tries to play a pass in behind the Athletic Club defence for Gameiro to chase, but Laporte cuts it out well. Atletico quickly drop deep again, with their front two tucking right back towards the half-way line. Simeone isn't prepared to make a foolish mistake like their opponents managed to."
26',action,"Iturraspe bends a free-kick in from the right-hand side for the hosts, but Moya flies out to try and punch the delivery clear once again. Atletico respond with a drive down the right, but San Jose drops back to cover across and clear the danger. Clear-cut chances are proving elusive."
24',action,"The home side are retaining possession and working the ball well, but Atletico's rigid two banks of four aren't being broken with any regularity. Counter-attacking is the preferred method for both of these teams, but Athletic Club are doing well to keep reasonable control of this game."
22',action,"Williams is the target of another long ball into the box, but Filipe Luis clears Atletico's lines well. The away side break down the right, with Carrasco combining well with Vrsaljko, but Simeone's men are happy to take their time. A throughball looks for the Belgian on the overlap, but Lekue intercepts."
20',action,"Williams is looking very frustrated in this first half, with the young forward already getting in the referee's ear on two occasions. He will have to be careful. This game is very open indeed, with Athletic Club doing well to create a few half-chances."
18',action,"Carrasco bends in a free-kick delivery from deep on the left-hand side, with Atletico threatening again from a dead-ball situation. Godin threatens to meet it, but the ball bounces up into Iraizoz's grasp. Athletic Club head up the other end, with Raul Garcia shooting from long-range, and Moya spills a simple save just around his post!"
16',action,"Muniain has been at the centre of everything so far for Athletic Club, with the diminutive forward slipping some incisive passes into dangerous areas. Atletico, however, have defended well, with Vrsaljko and Filipe Luis not allowing much joy. Valverde will be pleased by his team's response to going behind."
14',action,"Yet again, Atletico look to go long quickly, with Gameiro the target of a searching ball forward. Fortunately for Athletic Club, Iraizoz is quick off his line to clear. The hosts manage to find De Marcos on the right, as Muniain does brilliantly, but a cross from the full-back can't be turned home by Williams - Moya gets in his face well."
12',action,"Gameiro races down the right-hand side and wriggles away from Laporte, before slotting a pass into Koke. The Spaniard tries to put the ball back into his team-mate's path, but his idea doesn't quite come to fruition."
11',action,"Balenziaga is released down the left-hand side, but his cross is poor, with the clearance falling to San Jose. The Spain international takes aim from long-range, but a tame effort rattles into a ruck of bodies. Moments later, De Marcos tries to scamper down the right, but Filipe Luis makes a good tackle."
9',action,"Muniain opens the ball out to the right-hand side, with a cross being whipped in by De Marcos. In the opening stages, Lekue is playing out on the left wing, rather than at right-back. Atletico are holding back and being rather conservative with their build-up play."
7',action,"Athletic Club are being allowed to see more of the ball in the opening exchanges, with Atletico happy to sit deeper and then break at pace. Simeone's men have looked comfortably, holding the hosts at arm's length throughout these early minutes."
5',action,"Balenziaga gets down the left and bends in a good cross from the left, but Moya is off his line well to punch clear. Koke mops up the scraps. It has been a really bright start in this game, but the home fans haven't taken too kindly to conceding in such soft fashion early on."
3',assist,"Assist Filipe Luis Kasmirski. Filipe Luis cuts back an easy pass to his team-mate, who does the rest."
3',goal,"Goal Jorge Resurrección Merodio. GOOOOOOOOOAL! KOKE MAKES IT 1-0! The midfielder cuts in from the left-hand side, before trying to whip in a cross-cum-shot from out wide. His right-footed delivery curls into the box, skips off the turf, before nestling in the far corner. Griezmann's presence unsighted Iraizoz!"
2',action,"Iraizoz almost gives possession away to Griezmann, with a terrible pass out from the back, but fortunately for the goalkeeper, Iturraspe gets back to ensure that Gameiro can't be found with a neat pass. Nervy start!"
1',action,"We are underway in the first half in the Basque Country! Athletic Club will be hoping to end a dismal recent run, but in order to do so they must deal with a resurgent Atletico. Benat and Aduriz's absences could be hard felt, but Simeone won't mind as long as the visitors win."
,action,"Atletico substitutes: Torres, Correa, Savic, Lucas, Juanfran, Gaitan, Moreira."
,action,"Atletico starting line-up (4-4-2): Moya; Vrsaljko, Gimenez, Godin, Filipe Luis; Koke, Saul, Gabi, Carrasco; Gameiro, Griezmann."
,action,"Athletic Club substitutes: Simon, Villalibre, Elustondo, Eraso, Susaeta, Mikel Rico, Saborit."
,action,"Athletic Club starting line-up (4-2-3-1): Iraizoz; Lekue, Boveda, Laporte, Balenziaga; San Jose, Iturraspe; De Marcos, Raul Garcia, Muniain; Williams."
,action,"TEAM NEWS: Sime Vrsaljko is preferred to Juanfran at right-back for the away side, with Jose Maria Gimenez given the nod over Stefan Savic at centre-back. Yannick Carrasco is deployed at left midfield, with Nicolas Gaitan dropping to the bench, while Gabi returns in the middle of the park. Kevin Gameiro partners Antoine Griezmann up top after scoring last time out against Eibar in the Copa del Rey."
,action,"TEAM NEWS: Benat and Aritz Aduriz both miss out due to suspension for the home side, leaving Ander Iturraspe and Inaki Williams to fill in for the key men. Eneko Boveda slots in at centre-back, with Oscar De Marcos returning from a long-term injury to feature on the right wing. Gorka Iraizoz continues in goal, with Inigo Lekue filling in at right-back again."
,action,"The hosts come into this game off the back of a three-game winless run in all competitions, after recently drawing 0-0 to both Alaves and Leganes. Atletico, meanwhile, have hit form again in the league recently, winning consecutively during their last three fixtures without conceding a goal."
,action,"Hello and welcome to live coverage of Atletico Madrid's latest away jaunt in LaLiga, as Diego Simeone's men travel to the Basque country to face Athletic Club. Los Leones haven't been in the best form of late, but Ernesto Valverde's side have always got the potential to cause an upset when they are on home soil."
