64',action,"Maitland-Niles had quite a torrid first half, and he was not helped by the complete lack of communication with Mustafi and Gabriel. He's looked far more assured on and off the ball since."
62',action,"A deep corner is steered back across goal by Perez, where Gabriel tries to flick in Giroud, but Maxwell claims the ball well. Preston are trying to stabilise things a bit after a turbulent second half."
60',substitution,Substitution sub-out Paul Gallagher sub-in Alan Browne . sub-in Alan Browne has been brought on for sub-out Paul Gallagher.
59',action,"Arsenal want a penalty after Giroud's flick on appears to strike Clarke on the arm, but replays show that it only hit him in the chest, vindicating the referee who has made another correct decision."
57',action,"McGeady manages to get his foot around a pass from Johnson and does really well to swing the ball into the area, but Ospina shows strong hands to claim it out of the sky under pressure."
55',action,Arsenal win a corner after Iwobi's cutback is cleared by a frustrated Gallagher. Arsenal continue to find space around the Preston box - it's a complete role reversal from events of the first half.
52',action,"Pearson collides with Ramsey, and the referee pulls him aside for a stern lecture. He'll be suspended for a game if he gets another yellow card. Moments later, Giroud and Gallagher get into a nudging match. It's tense out there."
50',action,"Oxlade-Chamberlain has Gallagher snapping at his heels trying to win the ball back, but he keeps a hold of it and lets fly with another long range effort that's blocked by the impressive Pearson."
48',action,Arsenal storm all over the opposition as both Giroud and Oxlade-Chamberlain have shots blocked. Preston are absorbing an entire half's worth of frustration inside the opening three minutes of the second period.
46',assist,Assist Alex Iwobi. His close control is something else.
46',goal,"Goal Aaron Ramsey. HOW LONG WAS THAT? Iwobi does excellently to hold onto the ball under pressure from a throng of players, and he lays the ball off to Ramsey, who hammers an unstoppable effort into the back of the net!"
46',action,We're back!
,action,"Preston one, Arsenal nil at the break, and it's a scoreline that doesn't tell the full story of just how dominant the home side have been over the Gunners. Mistakes have peppered the visitors' play, and the only question is how the Championship team aren't further ahead than Robinson's early goal"
45'+1',action,Preston keep the ball penned in the Arsenal half as they try to bookend the first half with another goal. Wenger looks like he's ready to unleash on his team at the break and it will be well deserved.
44',yellow-card,"Yellow Card Jordan Hugill. Hugill and Garbriel go up for the ball, and the Brazilian is left on the turf with blood sprouting from his head. The Preston attacker is shown a yellow card."
43',action,"Iwobi feeds the ball quickly into Giroud, who flicks the ball into the path of Lucas, who appears to collide with Cunningham in the box. He's appealing for an elbow and a penalty, but the referee is having none of it."
41',action,Preston have a goal ruled out as Gallagher challenges Ospina for a high ball which spills loose and is converted just as the flag goes up. The keeper was always going to get the benefit of the doubt on that challenge.
39',action,"CHANCES AT EITHER END! Two Mustafi mistakes presents Gallagher with the chance to lop Ospina, but Monreal scoops it off the line. Moments later, Ramsey powers a header right down the throat of Maxwell."
36',action,SHOULD HAVE BEEN THE LEVELLER! Alex Iwobi does well to draw three defenders to him before slipping the run to the open Giroud. His first touch lets him down as the ball is neither a shot nor cross when the keeper should have been tested at the least.
34',action,Arsenal work a lovely passage of play with Giroud and Ramsey exchanging passes at the top of the box. The Welshman turns his first defender in the box but takes too long trying to set up the perfect shot and he's crowded out.
32',action,Still Preston only lead by one goal here as Gabriel loses his balance under no pressure and needs a few touches to clear the ball. Will the home side begin to rue some of these missed chances here?
29',action,"Giroud fails to make proper contact with a ball from the right to a loud jeer from the home fans, who are loving what they're seeing. Welbeck is already warming up on the sidelines - his services may be needed sooner rather than later."
27',action,"This is an embarrassing display from Arsenal as Preston continue to climb all over them. The gaps are appearing all over their back four, and another near miss sees Robinson lurk dangerously at the back post."
24',action,"THAT SHOULD HAVE BEEN THE SECOND! Arsenal are carved apart with a terrible attempt at an offside trap, and Robinson races to the byline and squares the ball across the face of goal. All Hugill has to do is tap the ball home but he can't make contact!"
22',action,"Mustafi makes an important block inside the area after a header from Robinson. Preston are appealing for a handball om the German defender, but replays show that the referee was correct in waving play on."
20',action,Signs that Arsenal are finding the opening to dissect the defence as both Giroud and Lucas are caught narrowly offside in quick succession. Xhaka is looking for that early ball over the top often.
18',action,"Arsenal are starting to exert their traditional dominance of the ball and after a protracted period of possession, they test Christopher Maxwell for the first time with a low drive from Lucas that is swallowed."
16',action,"Arsenal stream forward with Ramsey, who feeds Lucas on the overlap, but his cross is far over the head of Giroud. However, Ainsley Maitland-Niles somehow keeps it alive on the far side to pen Preston back."
14',action,"Arsene Wenger has never lost in the third round of the FA Cup, going 20 for 20 in those fixtures. Preston are doing a great job of putting that record to the test though - they're comfortable here!"
12',action,"Hugill wins a free kick thanks to a rash challenge from Mustafi, and it's a good chance for Preston to swing the ball into the box. However, David Ospina shows safe hands to pluck the ball out of the air."
9',action,"Preston have been the brighter team and they wasted no time in asserting their superiority on the score sheet. Arsenal try to recover with some possession, but both Oxlade-Chamberlain and Lucas are charged down."
7',assist,Assist Jordan Hugill. Hugill had the last touch before Robinson's finish.
7',goal,"Goal Callum Robinson. PRESTON HAVE TAKEN THE LEAD! A lovely throughball finds Hugill splitting the defence with his run, and the home side get the benefit of two fortunate deflections, leaving the ball for Robinson to stroke home."
5',action,Preston are doing well at the beginning of the game as they're not allowing Arsenal to settle on the ball. They're pressing high up the pitch and the Gunners are struggling to pass their way out of trouble.
3',action,Ben Pearson applies pressure on the Arsenal back four and is successful in getting them to turn the ball over in their own defensive third. Callum Robinson tries to shoot on the turn but it's blocked.
1',action,Off we go!
,action,"Marnick Vermijl replaces Bailey Wright in defence, while Aiden McGeady  gets the nod ahead of Eoin Doyle as Simon Grayson opts for a 4-4-2, with Callum Robinson and Jordan Hugill in attack."
,action,"Olivier Giroud leads the line for the visitors, with Danny Welbeck ready on the bench to make his return from an eight-month injury layoff. It's a strong Arsenal side, with Granit Xhaka and Aaron Ramsey in midfield, although Alexis Sanchez and Mesut Ozil aren't in the team."
,action,"Arsenal subs: Holding, Welbeck, Jenkinson, Martinez, Reine-Adelaide, Willock, Dasilva."
,action,"Arsenal (4-2-3-1): Ospina; Maitland-Niles, Mustafi, Gabriel, Monreal; Ramsey, Xhaka; Oxlade-Chamberlain, Iwobi, Lucas; Giroud."
,action,"Preston subs: Lindegaard, Browne, Makienok, Doyle, Spurr, Pringle, Horgan."
,action,"Preston (4-4-2): Maxwell; Vermijl, Clarke, Huntington, Cunningham; Gallagher, Pearson, Johnson, McGeady; Robinson, Hugill."
,action,"Arsenal began to stutter in the league in December, dropping eight points - which coincidentally is the deficit they now face against leaders Chelsea. However, having won this competition twice in the last four years and with only one loss in 36 cup ties against lower-league opponents, they will fancy their chances."
,action,"Preston have lost just one of their last six games to move into the top half of the EFL Championship, where they sit in 11th place. However, with only one win in their last 15 against opposition from the top flight, they are very much the underdogs even at home."
,action,"Hello and welcome to our live coverage of the FA Cup third-round tie between Preston North End and Arsenal. Both sides are the only two to have gone through an entire top-flight season unbeaten in England, but eyes today are on a place in the fourth round."
