52',yellow-card,"Yellow Card Adam Forshaw ; The refere gives the first yellow card of the second half to Forshaw, as the Boro midfielder gets the wrong side of Boufal and then hauls his man back."
51',action,"Rodriguez is the target of a long, clipped pass upfield, but Chambers is able to nod a cushioned header back to Valdes. Boro respond with a long-range effort from Rhodes, but the former Huddersfield man blasts the ball a long way over the crossbar. That's a disappointing strike from the Scotland international."
50',action,"Redmond finds Boufal overlapping down the left-hand side, before a cut-back from the byline picks out Rodriguez. The ex-Burnley striker tries to shoot from close-range, but is denied by Gibson, as Southampton continue to attack with a real swagger in the opening minutes of this second half."
48',action,"Redmond sees a shot charged down on the edge of the box, before a whipped cross from the right by Martina is missed by Ward-Prowse! The Englishman tries a cheeky backheel finish, but doesn't make telling contact. Moments later, Redmond is bound at the back post and knocks a pass down to Boufal, but the Moroccan midfielder sees a close-range effort blocked."
46',substitution,"; Tadic is replaced by Redmond for the second half, with the ex-Norwich man offering a bit more pace and a direct approach down the left."
46',action,"We are back underway in the second half! Puel will be hoping for a reaction from his players, after what was a fairly disappointing first 45 minutes from the home side."
,action,"HALF-TIME! The two sides go in goalless at the break, with boos ringing around the stadium. Clear-cut chances have been at a premium, with entertainment lacking, and Puel will have a lot to say at the break after a disappointing and toothless half from his Saints."
45'+1',yellow-card,"Yellow Card Sofiane Boufal ; Boufal picks up a yellow card for kicking the ball away, after giving away a foul for a tackle on Barragan. That's the frustration showing from the Moroccan."
44',action,"Boro win themselves another free-kick in a dangerous area, with Fischer playing short to Clayton. A pass is then fed to De Roon, who tries to whip a cross into the penalty area, but his delivery sails straight out. That one definitely wasn't straight off the training ground. Karanka looks a bit flummoxed on the touchline after that."
42',action,"De Roon is fouled by Tadic on the left-hand side, but a free-kick delivery is half-cleared. A second cross is lumped back into the box from the right, this time finding De Roon, but the midfielder sees a shot blocked. Moments later, Rhodes is penalised for dangerous play, after catching Fonte with a boot to the head. Only a few minutes remain until the break."
40',action,"Barragan makes his way down the right and clips a cross towards the back post, but Martina rises highest to nod clear. Moments later, Fabio threatens down the opposite flank, but can only win his side a throw-in. Boro are not afraid to commit players forward, and this game is very precariously poised indeed."
38',action,"Boufal tries to slip a neat throughball in behind for Rodriguez, but Chambers reads it well to clear. Moments later, Clasie is found in space inside the box, but the Dutchman sees a powerful effort charged down well. Southampton then look for the ex-Burnley striker with a direct, lofted ball, but Valdes is happy to let it run out for a goal-kick."
36',action,"OFF THE POST! Fischer is released in behind by a poor backpass, but the ex-Ajax man is forced wide by Van Dijk. He dances beyond Forster and thuds a shot from a tight angle onto the woodwork, with the rebound struck into a ruck of bodies by Stuani. The ex-Espanyol man picks up the second ball, but his second attempt is deflected over the target. That was a huge chance for Boro."
33',action,"De Roon tries to find Barragan overlapping, but he sells his right-back short and McQueen intercepts. The Southampton full-back bolts upfield and is denied by a clearance from Clayton, but a quick throw-in from Tadic allows for the hosts to whip a quick cross into the box. Ward-Prowse is the man to get on the end of it, but his flicked header sails wide."
32',action,"Clayton finds Fabio on the left-hand side, but the Brazilian is robbed of possession while trying to cut infield and onto his favoured foot. Moments later, the ex-Manchester United gets a final warning for fouling Clasie in the midfield third, as he has been rather rash throughout the first 30 minutes at St. Mary's."
30',action,"Forshaw wins a corner from Fonte down the left-hand side, which is Boro's first of the afternoon. Fischer bends it in, but the delivery is lashed away by Ward-Prowse at the near post. Moments later, Stuani tries to find the Dane making a run in behind, but the ex-Ajax man is penalised for tugging on Martina's shirt in a bid to earn an extra yard on his opponent."
28',action,"Southampton continue to show patience with their use of the ball, but McQueen is failing to offer any kind of quality on the overlap. This time, the Englishman can't keep possession in play. Boro respond with a break, as Fischer bends in a cross from the left, but Van Dijk is present the volley the danger away from within his own box."
26',action,"The home side work the ball from right to left, with McQueen a continued outlet on the left-hand side. Stuani continues to not get close enough to his man, but the Englishman swings an awful delivery straight out for a goal-kick on the far side. Southampton have seen more of the ball, but Valdes remains untroubled. Boufal is showing some flashes of magic, but a few stepovers have been his limit thus far."
24',action,"Martina breaks down the right-hand side and cuts in a pass, but Boro half-clear their lines. McQueen breaks down the left moments later, but Stuani get back and slides in to deny the inexperienced full-back. He is afforded the chance to deliver again with his wrong foot, but bends the cross out of play at the back post."
22',yellow-card,"Yellow Card Dušan Tadić ; Tadic is cautioned for tugging back on Fabio, as the Brazilian full-back looks to start a break from his own half."
20',action,"Tadic wriggles to the right byline and manages to get beyond McQueen, but can only win a corner. The Serbia international bends a delivery in, which is cleared at the first attempt, but the Saints maintain their pressure. Clasie curls a low cross in from the right, but Rodriguez can only sweep a low effort straight at Valdes."
18',action,"Wide from Clasie! The Netherlands international is picked out on the edge of the penalty area by a good cut-back from Macqueen, but he guides a sweeping shot just beyond the back post. Two half-chances have fallen to the Dutchman in good areas."
17',yellow-card,Yellow Card Antonio Barragán Fernández ; Stuani picks up a yellow card for clipping the heels of McQueen as the young left-back tried to bend in a cross from the left.
16',action,"The game has broken down regularly so far, with a few fouls interrupting the flow of the action. Karanka won't mind too much, but the referee might have to be liberal with his cards to prevent this game getting out of hand. Rhodes is sitting on the last man and preying on any potential errors from the hosts, but the Scotland international has had no such luck so far."
14',action,"Boufal should have been awarded a free-kick on the edge of the Southampton box, as Clayton raises an arm to the Moroccan's face accidentally, but the referee doesn't see anything wrong. Moments later, Tadic goes down after a painful one from Fabio, but the Brazilian escapes an early booking."
12',action,"Clasie takes aim from around 20 yards out, after linking up well with Rodriguez, but the Dutchman then blazes a powerful shot a long way wide of the near post. Valdes had his angles covered easily there. Both sides are struggling to carve out telling opportunities, with Rodriguez in particular struggling to find the space required up top to enjoy himself."
11',action,"Both Clayton and Forshaw are happy to sit a little deeper today, allowing for Fabio and Barragan to push high upfield to offer width on the attack. Tadic clips a long pass over to McQueen on the left-hand side, but the ex-Valencia right-back tracks back to slot a clearance into touch. Boufal then goes down on the edge of the box, as the Spaniard tackles his man roughly, but it is a fair challenge."
9',action,"Martina is released down the right-hand side, but is denied the chance to cross, with Southampton enjoying a long spell of settled possession. The hosts are calm, with the likes of De Roon, Forshaw and Clayton keen to buzz around and press intensely in the right areas."
7',action,"Fischer makes a good intervention in midfield, with the Dane clipping a cross in towards Stuani at the back post, but the Uruguayan striker is outmuscled by Fonte. Boro are already looking fairly dangerous on the break, and the Saints can't afford to give the ball away so cheaply in the midfield third."
5',action,"Southampton win a free-kick on the right-hand side, and it is whipped in towards the back post, but Boro manage to clear their lines well through Stuani. The home side settle down and enjoy a spell of possession, with Karanka's men choosing to sit deep and play on the counter-attack as they like to."
3',action,"Important save from Forster! The ex-Celtic goalkeeper makes a great save at his near post, after narrowing the angle well. Rhodes was the man denied from close-range, after Fischer did well to break beyond Martina and get to the left byline."
1',action,"We are underway in the first half at St. Mary's! The hosts will be looking to get back on track after Thursday, but Boro won't roll over and be easily beaten."
,action,"Boro substitutes: Bernardo, Leadbitter, Guzan, Downing, Nsue, Nugent, Adama Traore."
,action,"Boro starting line-up (4-3-3): Valdes; Barragan, Gibson, Chambers, Fabio; Forshaw, Clayton, De Roon; Stuani, Rhodes, Fischer."
,action,"Southampton substitutes: Yoshida, Long, Davis, Reed, Bertrand, Redmond, Taylor."
,action,"Southampton starting line-up (4-3-3): Forster; Martina, Van Dijk, Fonte, McQueen; Ward-Prowse, Romeu, Clasie; Boufal, Rodriguez, Tadic."
,action,"TEAM NEWS: Cristhian Stuani and Jordan Rhodes gets rare starts up top for Boro, as Alvaro Negredo misses out due to injury, with Victor Fischer keeping Adama Traore out of the team out wide. Aside from that, Karanka names the same team that scraped a win against Hull on Monday. Gaston Ramirez is another key man on the treatment table, and the away side may well suffer from his absence."
,action,"TEAM NEWS: Jay Rodriguez starts up top for Southampton, as Charlie Austin misses out with a shoulder problem. Sam McQueen and Cuco Martina start at full-back respectively, with Jordy Clasie featuring in midfield alongside the everpresent Oriol Romeu and James Ward-Prowse. Dusan Tadic and Sofiane Boufal will try and provide the magic from the wide areas. Shane Long is on the bench."
,action,"Southampton have lost just one of their last 12 games as hosts in the Premier League, with that solitary defeat coming against high flying Chelsea. Middlesbrough, meanwhile, have been relying on their own home form to drag them up the table. Aitor Karanka's men aren't as impressive on the road, but have drawn five of their last six matches away from the Riverside."
,action,"Hello and welcome to live coverage of Southampton's home game against Middlesbrough in the Premier League, with the away side having to travel a long way to get to St. Mary's. After crashing out of the Europa League on Thursday, the hosts will be raring to get back to winning ways as quickly as they can."
