71',own-goal,"Own Goal Ben Mee. GOOOOOOOOAL! BARKLEY TURNS HOME WITH SOME HELP! Mirallas tees up the England international, who blasts a 15-yard effort at goal. it strikes both Keane and Mee, before looping over the wrongfooted body of Heaton. That is desperately unlucky for the visitors."
70',action,"Mirallas tries to unleash an effort from the edge of the 18-yard effort, but once again he is denied by a block. The home fans are getting a little bit frustrated with how Everton are being shut up by Burnley. Barton goes in high on Schneiderlin, but escapes a booking."
68',action,"Barkley cuts in from the left-hand side and drops a shoulder, before seeing a low shot blocked. Everton continue to retain possession and control proceedings. Burnley have their two banks of four camped right on the edge of their penalty area at the moment."
66',action,"Burnley are trying to be direct and cause problems, but they're not winning the second balls in midfield anymore. Vokes and Barnes are becoming a little bit isolated from the rest of the unit. Everton are in control here."
64',action,"Lukaku is picked out by a good early cross from the right-hand side, but he can only turn a glancing header into Heaton's arms from an offside position. Everton are pushing on brilliantly and asking Burnley plenty of questions. Blocks galore on the visiting 18-yard line."
62',action,"Lukaku releases Valencia down the right flank, but Keane manages to nip back to make a great challenge on the Ecuadorian substitute. Davies opens play out to the opposite flank moments later, before a cut-back from Baines finds Mirallas. His initial shot from a right angle is blocked, before a second forces a brilliant save out of Heaton!"
60',action,"Valencia drifts in from the right-hand side and belts a left-footed effort goalwards, but Keane steps across to make a brilliant block. Half an hour remains for the hosts to force the issue, but Burnley are defending very resiliently indeed."
58',action,"Mirallas takes aim from just inside the penalty area, after a good pass into the box from Barkley, but a low shot from the Belgian is straight at Heaton. He should have done much, much better with that. Disappointing attempt, all told."
56',action,"Barton tries his luck from long-range, but the English midfielder blazes harmlessly over the crossbar. The first 10 minutes of this second half have been extremely hard-fought, as the Clarets continue to dig in and give as good as they're getting."
54',action,"Everton immediately get back on the ball and look to pose more threats to Burnley, but that penalty has been a real hindrance. Jagielka's goal had given them a vital breakthrough, but that moment of madness from Robles has turned things right around. Dyche's men have a lifeline. Brady curls in a great delivery that Baines is forced to put behind."
52',penalty-goal,Penalty Goal Sam Vokes. GOOOOOOAL! VOKES MAKES IT 1-1! Robles is totally at fault there. The Burnley striker sends the Spaniard the wrong way and tucks home a neat finish. The visitors are level again. Koeman will be absolutely fuming.
50',action,"PENALTY TO BURNLEY! Robles looks confused, but the referee didn't hesitate. Vokes gallops into the box and is running away from goal, but the Everton goalkeeper slides through the back of his man. Madness!"
49',assist,Assist Ashley Williams. Williams flicks on the corner and Jagielka does the rest.
49',goal,"Goal Phil Jagielka. GOOOOOOOAL! JAGIELKA SCORES AGAIN! Valencia forces Heaton into a near-post save, before Lukaku sees a shot blocked. Holgate picks up the scraps and earns Everton a corner, as the hosts continue to pile forward. The Toffees captain manages to scrappily knock a back-post header into the back of the net!"
47',action,"Baines whips in a dangerous cross from the right-hand side, which swings in dangerously. Williams flicks it on to the back post well, with Mee making a vital intervention ahead of Valencia to clear behind for a corner - which comes to nothing."
46',substitution,"Substitution sub-out Idrissa Gana Gueye sub-in Enner Remberto Valencia Lastra . Valencia replaces Gueye, as Koeman looks to take the game to Burnley a little. Barkley moves infield as a result."
46',action,"We are back underway in the second half on Merseyside! Everton will be hoping to take their momentum from the end of the first into the remainder of the game, but Burnley are always a tough nut to crack."
,action,"HALF-TIME! It remains goalless at the break at Goodison Park, with Everton and Burnley battling desperately to try and break the deadlock. Keane had a header cleared off the line by Barkley, with Vokes missing two good opportunities, before the hosts got themselves into the game and put on a lot of pressure in the last 10 minutes. This one could go either way!"
45',action,There is one minute of stoppage time in this first half.
44',action,"Just wide from Mirallas! The Belgian winger tries his luck from a 25-yard free-kick, which takes a nick off the wall and loops just over the top-right corner. That was centimetres away. Everton take the resulting corner, which falls out to Barkley, but a shot from the Englishman is lashed over the bar."
42',action,"Gueye slices wide! The ball sits up kindly for the Everton midfielder, but his attempted half-volley won't live long in the memory. Barton gives away a free-kick deep on the left-hand side, which Barkley stands over. The England international bends in a cross, but it fails to beat the first man."
41',action,"Everton work the ball out to the left-hand side, before Barkley approaches the penalty area and gets tackled by Lowton. Davies drills in a low cross from the rebound, but Mee clears at Burnley's near post. Suddenly, it is Dyche's men who are struggling to not remain deep."
39',action,"Mirallas tries his luck from inside the box, after nice link-up play between the Belgian and his compatriot Lukaku, but a block denies him. Everton are starting to turn the screw, with endless deliveries being lifted up into Lukaku's vicinity. The home fans are responding!"
37',action,"Baines hangs a cross up to the back post from the left-hand side, but Lukaku can only clamber up above his man to plant a looping header over the crossbar. Everton are growing into this game a little more, and Burnley might come to rue their missed early opportunities."
35',action,"Once again, Jagielka is forced to chase back and this time deny Vokes, as Burnley keep failing to take advantage of their period of pressure. Dyche's men just can't seem to put their opponents to the sword. Barkley finds Holgate on the edge of the box, before a low shot from the right-back is pushed to safety by a full-stretch Heaton!"
33',action,"Everton keep giving away fouls in perfect areas for Burnley, but this time a lofted cross from Barton is caught simply by Robles. Moments later, Vokes gets in behind down the left channel, before being forced wide by Jagielka. The visiting striker tries to lift a finish over the advanced goalkeeper, but the Spanish shot-stopper stands tall to make a vital save."
31',action,"Barkley tries to shoot through some bodies from around 30 yards out, but predictably it gets blocked. Mirallas picks up the scraps and manages to earn his side a corner on the right, however. Two consecutive deliveries into the Burnley box come to nothing for the Toffees."
29',yellow-card,Yellow Card Idrissa Gana Gueye. Gueye gets a yellow card for a poor challenge in quite a dangerous area of the field.
28',action,"Another free-kick is pumped into the box from deep by Burnley, with Vokes able to nod a knock-down into a dangerous area. Holgate is the first man to react and clear, however. Dyche's men are a nuisance."
26',action,"The resulting set-piece is cleared by Barkley's head, with the England international doing more defensively than in attack so far this afternoon. Baines is found out on the left, and combines with Mirallas, but a trick from the Belgian doesn't quite come off and the visitors win possession back."
25',action,"Baines whips in a free-kick from high on the right-hand side, but Heaton comes out to parry the ball to safety. Gueye picks up the ball on the edge of the box, but a shot from the ex-Aston Villa midfielder is blocked by Barton. Burnley attempt to counter and win themselves a corner as a result, after good work from Boyd."
23',action,"Burnley are pressing well, with a dangerous looking attack for the hosts turning into the Clarets forcing them all the way back to Robles in the end. Everton just can't seem to string any passages of play together that stretch into the final third. Holgate's crosses from the right have been their only threat."
21',action,"Brady tries to bend in a cross from the left, but Barkley charges it down well, with Burnley still finding themselves firmly on the front foot. Everton just haven't quite got going. Keane has been equal to everything that the Toffees have come up with."
19',action,"Brady cuts in from the right-hand side, but the Irishman's curling left-footed effort sails quite a way shy of the top corner. Burnley continue to be a real threat from deep. Lowton whips in a beautiful cross from the right, but neither Vokes, Barnes nor Brady can get on the end of it at the back post!"
17',action,"Burnley win themselves yet another free-kick in a dangerous area, with Brady opting to shoot from around 35 yards out. The ex-Norwich winger clips the wall with his shot, however, which loops behind for a corner. The same man takes the set-piece, with Keane seeing a powerful back-post header cleared off the line by Barkley!"
15',action,"Lukaku is the target of a cross from the right-hand side, with Heaton steaming off his line and into traffic without really palming the ball away from danger. Davies picks up the rebound and flicks a backheel out to Baines on the left, but a cross from the Englishman is cleared. A bit brighter from the home side, with Gueye forcing a simple stop out of the Burnley goalkeeper from range moments later."
13',action,"Burnley continue to see more of the ball, with Dyche's men starting this game brilliantly. The hosts will be worried that they are a little sleepy in these early stages. It hasn't quite come off yet, but the partnership of Vokes and Barnes is causing a few issues for Jagielka and Williams."
11',action,"Robles is forced off his line to get to a poor pass back ahead of Barnes, before a follow-up effort trickles straight through to the Everton goalkeeper. The hosts are being forced to try and counter at pace, with Lukaku asked to bring his teammates into play."
9',action,"Burnley are playing very directly indeed, with the home back four being asked a few questions. The visitors are stepping up well and winning plenty of second balls. Barton tries his luck from the best part of 35 yards out, but his speculative effort is smothered easily by Robles."
7',action,"Lowton finds Barnes down the line, but a cross from the Burnley forward is cut out. Williams mops up the scraps after a knockdown from Vokes. Both teams are keen to try and get forward at pace, with this contest yet to truly settle down into a particular rhythm."
5',action,"Joel Robles is fouled from a corner whipped in from the right-hand side, as Burnley keep trying to unsettle their opponents. Everton attack up the other end, with Lukaku opening play out to the right and then getting in the box. Holgate overlaps and finds the Belgian lurking, but the ex-Chelsea striker directs the ball straight down Heaton's throat."
3',action,"Burnley win themselves a couple of early free-kicks, which allow the away side to load the box. On both occasions, however, Everton easily clear their lines. It's a good start from Dyche's men, as they look to ruffle a few feathers from the outset."
1',action,"We are underway in the first half at Goodison Park! Everton will be keen to keep up their fantastic home form in their tough race for European football, while Burnley will look to scrape more points to allow them to drift into a safe mid-table position."
,action,"Burnley substitutes: Flanagan, Gray, Defour, Westwood, Tarkowski, Pope, Agyei."
,action,"Burnley starting line-up (4-4-2): Heaton; Lowton, Mee, Keane, Ward; Boyd, Hendrick, Barton, Brady; Barnes, Vokes."
,action,"Everton substitutes: Barry, Valencia, Stekelenburg, Calvert-Lewin, Lookman, Pennington, Kenny."
,action,"Everton starting line-up (4-3-3): Joel Robles; Holgate, Jagielka, Williams, Baines; Gueye, Schneiderlin, Davies; Barkley, Lukaku, Mirallas."
,action,"TEAM NEWS: Ashley Barnes is preferred to Andre Gray up top for Burnley, with Sam Vokes providing a physical focal point alongside him. Jeff Henrick and Joey Barton feature in central midfield, as Steven Defour is only just back after injury. Robbie Brady gets a start on the left in Scott Arfield's absence, with no changes made at the back whatsoever. Consistency is key for Dyche's 4-4-2."
,action,"TEAM NEWS: Kevin Mirallas retains his place in attack for Everton, with Morgan Schneiderlin preferred to Gareth Barry in the holding midfield role. Mason Holgate plays at right-back due to necessity once again, with Ashley Williams back in at centre-back after serving a suspension. Only Barry, Enner Valencia and Maarten Stekelenburg offer any kind of consistent top-flight experience on the bench for the Toffees."
,action,"The Clarets are yet to pick up a league win away from Turf Moor this campaign, while Everton have been extremely good at home in the Premier League under Ronald Koeman. They've won their last seven consecutive fixtures at Goodison Park in the top flight, with Liverpool the only team to have taken three points here since March of last year."
,action,"Hello and welcome to live coverage of Everton's home Premier League game against Burnley, as Sean Dyche's men continue to try and turn their away form around this season. The hosts are currently three points off a European place, but both Arsenal and Manchester United have two games in hand on the Toffees. To drop points today would almost write off their challenge for fifth."
